other_species_id,other_species_group,other_species_code,other_species_name,other_species_sensitive,other_species_np,other_species_size_min,other_species_size_max,other_species_unit,other_species_category,other_species_motivation,site_code,year,id_reporte,other_species_type,other_species_id_type,other_species_id_unit
16046,F,,"Centrophorus granulosus (Bloch & Schneider, 1801)",,,,,,P,C,ESZZ12001,2023,135,np,203,
16048,F,,"Centrophorus squamosus (Bonnaterre, 1788)",,,,,,P,"C,D",ESZZ12001,2023,135,np,203,
16049,F,,"Centrophorus uyato Rafinesque, 1810",,,,,,V,D,ESZZ16011,2023,135,np,203,
16053,F,,"Dalatias licha (Bonnaterre, 1788)",,,,,,R,D,ESZZ16011,2023,135,np,203,
16058,F,,"Etmopterus pusillus (Lowe, 1839)",,,,,,P,C,ESZZ15001,2023,135,np,203,
16059,F,,"Etmopterus spinax (Linnaeus, 1758)",,,,,,P,D,ESZZ16011,2023,135,np,203,
16060,F,,"Oxynotus centrina (Linnaeus, 1758)",,,,,,P,D,ESZZ16001,2023,135,np,203,
16061,F,,"Oxynotus paradoxus Frade, 1929",,,,,,P,D,ESZZ12001,2023,135,np,203,
16065,F,,"Scymnodon ringens Barbosa du Bocage & de Brito Capello, 1864",,,,,,P,"C,D",ESZZ12003,2023,135,np,203,
16066,F,,"Somniosus microcephalus (Bloch & Schneider, 1801)",,,,,,P,D,ESZZ12001,2023,135,np,203,
16067,F,,"Somniosus rostratus (Risso, 1827)",,,,,,P,D,ESZZ12001,2023,135,np,203,
16069,F,,"Squalus acanthias Linnaeus, 1758",,,,,,R,D,ESZZ16011,2023,135,np,203,
16071,F,,"Squalus megalops (MacLeay, 1881)",,,,,,P,"C,D",ESZZ15001,2023,135,np,203,
16077,F,,"Chimaera monstrosa Linnaeus, 1758",,,,,,R,D,ESZZ16011,2023,135,np,203,
16079,F,,"Hydrolagus affinis (de Brito Capello, 1868)",,,,,,P,D,ESZZ12001,2023,135,np,203,
16142,I,,"Colossendeis colossea Wilson, 1881",,,,,,P,D,ESZZ12001,2023,135,np,203,
16215,R,,"Podarcis virescens Geniez, Sá-Sousa, Guillaume, Cluchier & Crochet, 2014",,,,,,C,"B,C,D",ES0000090,2023,135,np,203,
16216,R,,"Psammodromus edwarsianus (Dugès, 1829)",,,,,,C,"B,C,D",ES4230013,2023,135,np,203,
16217,R,,"Psammodromus occidentalis Fitze, González-Jimena, San-José, San Mauro & Zardoya, 2012",,,,,,P,"B,C,D",ES4250001,2023,135,np,203,
16219,A,,"Bufo spinosus Daudin, 1803",,,,,,C,"C,D",ES0000013,2023,135,np,203,
16220,A,6918,Bufotes balearicus,,,,,,,B,ES0000233,2023,135,np,203,
16221,A,6917,Bufotes boulengeri,,,,,,P,"A,IV",ES2110024,2023,135,np,203,
16222,A,6929,Hyla molleri,,1.0,,,,,IV,ES2300006,2023,135,np,203,
16225,M,5277,Eptesicus isabellinus,,,,,i,P,"A,IV",ES0000024,2023,135,np,203,36.0
16226,M,5278,Myotis escalerai,,,409.0,,i,C,"A,C,D,IV,V",ES6140004,2023,135,np,203,36.0
16228,M,1332,Vespertilio murinus,,,-1.0,,i,,"C,D",ES0000149,2023,135,np,203,36.0
16233,M,,Castor fiber,,,19.0,19.0,grids1x1,P,,ES2300006,2023,135,p,201,22.0
16235,M,,Microtus cabrerae,,1.0,,,,,,ES4240005,2023,135,p,201,
16235,M,1338,Microtus cabrerae,,,13.0,13.0,grids1x1,,,ES0000014,2023,135,p,201,22.0
16288,B,,"Geronticus eremita (Linnaeus, 1758)",,,95.0,130.0,i,P,D,ES6120015,2023,135,np,203,36.0
16385,B,,"Phoenicurus moussieri (Olphe-Galliard, 1852)",,,,,,V,B,ES6320002,2023,135,np,203,
16393,B,A284,Turdus pilaris,,,11.0,50.0,i,,D,ES0000014,2023,135,np,203,36.0
16393,B,A284,Turdus pilaris,,,,,,R,,ES0000003,2023,135,w,63,
16394,B,A286,Turdus iliacus,,,1001.0,10000.0,i,,D,ES0000014,2023,135,np,203,36.0
16394,B,A286,Turdus iliacus,,,,,,C,,ES0000003,2023,135,w,63,
16394,B,A286,Turdus iliacus,,,,,,R,,ES0000004,2023,135,c,202,
16398,B,A488,Iduna opaca,,,,,,R,C,ES0000393,2023,135,np,203,
16421,B,A497,Lophophanes cristatus,,,,,,C,"A,C",ES0000257,2023,135,np,203,
16423,B,,"Cyanistes caeruleus (Linnaeus, 1758)",,,,,,C,"C,D",ES0000265,2023,135,np,203,
16423,B,A483,Cyanistes caeruleus (sensu stricto [excluding teneriffae]),,,,,,C,A,ES0000262,2023,135,np,203,
16423,B,A483,Cyanistes caeruleus (sensu stricto [excluding teneriffae]),,,,,,C,,ES0000003,2023,135,p,201,
16428,B,A481,Cyanopica cooki,,,,,,C,"B,C,D",ES0000090,2023,135,np,203,
16434,B,A363,Chloris chloris,,,11.0,50.0,i,C,D,ES0000197,2023,135,np,203,36.0
16434,B,A363,Chloris chloris,,,,,,C,,ES0000003,2023,135,p,201,
16435,B,A623,Carduelis citrinella (sensu stricto [excluding corsicana]),,,,532.0,i,P,D,ES0000028,2023,135,np,203,36.0
16435,B,A623,Carduelis citrinella (sensu stricto [excluding corsicana]),,,,,,C,,ES4120012,2023,135,p,201,
16435,B,A623,Carduelis citrinella (sensu stricto [excluding corsicana]),,,,,,R,,ES4120031,2023,135,w,63,
16523,I,,Notomastus latericeus M. Sars 1851,,,,,,P,D,ESZZ12003,2023,135,np,203,
16644,I,,"Marphysa sanguinea (Montagu, 1815)",,,,,,P,D,ES0000140,2023,135,np,203,
16697,I,,"Diopatra neapolitana Delle Chiaje, 1841",,,,,,P,D,ES0000140,2023,135,np,203,
16699,I,,"Hyalinoecia tubicola (O.F. Müller, 1776)",,,,,,C,D,ES6110015,2023,135,np,203,
16770,I,,"Galathowenia oculata (Zaks, 1922)",,,,,,P,D,ESZZ12001,2023,135,np,203,
16792,I,,"Chloeia venusta Quatrefages, 1865",,,,,,P,D,ESZZ12003,2023,135,np,203,
16805,I,,"Laetmonice filicornis Kinberg, 1856",,,,,,P,D,ES90ATL01,2023,135,np,203,
16806,I,,"Laetmonice hystrix (Lamarck, 1818)",,,,,,C,D,ESZZ16002,2023,135,np,203,
16825,I,,"Glycera lapidum Quatrefages, 1866",,,,,,P,D,ESZZ12001,2023,135,np,203,
16879,I,,"Aglaophamus malmgreni (Théel, 1879)",,,,,,P,D,ESZZ12001,2023,135,np,203,
17061,I,,"Sigalion squamosus Delle Chiaje, 1830",,,,,,P,D,ESZZ12001,2023,135,np,203,
17318,I,,"Euchone incolor Hartman, 1965",,,,,,P,D,ESZZ12003,2023,135,np,203,
17324,I,,"Jasmineira caudata Langerhans, 1880",,,,,,P,D,ESZZ12001,2023,135,np,203,
17343,I,,"Sabella pavonina Savigni, 1822",,,,,,C,D,ES6110015,2023,135,np,203,
17348,I,,"Ditrupa arietina (O.F. Müller, 1776)",,,,,,C,D,ESZZ16002,2023,135,np,203,
17349,I,,"Filograna implexa Berkeley, 1835",,,,,,C,D,ES6310002,2023,135,np,203,
17380,I,,"Protula intestinum (Lamarck, 1818)",,,,,,C,B,ES6310002,2023,135,np,203,
17381,I,,"Protula tubularia (Montagu, 1803)",,,,,,P,D,ES6120023,2023,135,np,203,
17382,I,,"Salmacina dysteri (Huxley, 1855)",,,,,,P,D,ESZZ16001,2023,135,np,203,
17461,I,,"Levinsenia flava (Strelzov, 1973)",,,,,,P,D,ESZZ12003,2023,135,np,203,
17462,I,,"Levinsenia gracilis (Tauber, 1879)",,,,,,P,D,ESZZ12003,2023,135,np,203,
17484,I,,"Aurospio dibranchiata Macioleck,1981",,,,,,P,D,ESZZ12003,2023,135,np,203,
17550,I,,Streblospio shrubsolii,,,,,,P,D,ES0000140,2023,135,np,203,
17582,I,,"Sabellaria alveolata (Linnaeus, 1767)",,,1.0,,grids1x1,P,D,ES6150005,2023,135,np,203,22.0
17595,I,,"Lanice conchilega (Pallas, 1766)",,,,,,C,D,ESZZ16002,2023,135,np,203,
17622,I,,"Terebellides stroemii Sars, 1836",,,,,,P,D,ESZZ12001,2023,135,np,203,
18180,I,,"Liropus cachuchoensis Guerra-García, Sorbe & Frutos, 2008",,,,,,P,D,ESZZ12003,2023,135,np,203,
18241,I,,"Epimeria parasitica Sars, 1858",,,,,,P,D,ESZZ12003,2023,135,np,203,
18300,I,,"Themisto compressa Goës, 1865",,,,,,P,D,ESZZ12001,2023,135,np,203,
18564,I,,"Scopelocheirus hopei (Costa, 1851)",,,,,,P,D,ESZZ12003,2023,135,np,203,
18836,I,,"Aristaeopsis edwardsiana (Johnson, 1867)",,,,,,P,D,ESZZ12001,2023,135,np,203,
18837,I,,"Aristeus antennatus (Risso, 1816)",,,,,,P,D,ESZZ12001,2023,135,np,203,
18845,I,,"Calocaris macandreae Bell, 1846",,,,,,P,D,ESZZ16011,2023,135,np,203,
18861,I,,"Calappa granulata (Linnaeus, 1758)",,,,,,P,D,ESZZ16001,2023,135,np,203,
18871,I,,"Cancer bellianus Johnson, 1861",,,,,,P,D,ES90ATL01,2023,135,np,203,
18874,I,,"Carcinus maenas (Linnaeus, 1758)",,,,,,P,D,ES0000140,2023,135,np,203,
18879,I,,Uroptychus cartesi Baba &Macpherson 2012,,,,,,P,D,ESZZ12001,2023,135,np,203,
18885,I,,"Crangon crangon (Linnaeus, 1758)",,,,,,V,D,ES0000260,2023,135,np,203,
18892,I,,"Philocheras sculptus (Bell, 1847)",,,,,,C,D,ESZZ16002,2023,135,np,203,
18894,I,,"Pontophilus norvegicus (Sars, 1861)",,,,,,C,D,ES90ATL01,2023,135,np,203,
18895,I,,"Pontophilus spinosus (Leach, 1815)",,,,,,C,D,ES90ATL01,2023,135,np,203,
18905,I,,"Diogenes pugilator (Roux, 1829)",,,,,,C,D,ESZZ16002,2023,135,np,203,
18913,I,,"Enoplometopus antillensis Lütken, 1865",,,100.0,100.0,i,,D,ES7020117,2023,135,np,203,36.0
18918,I,,"Lissa chiragra (Fabricius, 1775)",,,,,,C,D,ESZZ16002,2023,135,np,203,
18920,I,,"Pisa armata (Latreille, 1803)",,,,,,C,D,ESZZ16002,2023,135,np,203,
18927,I,,"Eriphia verrucosa (Forskål, 1775)",,,,,,P,D,ES0000046,2023,135,np,203,
18938,I,,"Galathea intermedia Lilljeborg, 1851",,,,,,C,D,ESZZ16002,2023,135,np,203,
18945,I,,"Chaceon affinis (A. Milne-Edwards & Bouvier, 1894)",,,,,,P,D,ES90ATL01,2023,135,np,203,
18949,I,,"Geryon trispinosus (Herbst, 1803)",,,,,,P,D,ES90ATL01,2023,135,np,203,
18951,I,,"Glyphocrangon longirostris (Smith, 1882)",,,,,,P,D,ESZZ12001,2023,135,np,203,
18956,I,,"Goneplax rhomboides (Linnaeus, 1758)",,,,,,P,D,ESZZ12003,2023,135,np,203,
18959,I,,"Pachygrapsus marmoratus (Fabricius, 1787)",,,,,,P,D,ES6120008,2023,135,np,203,
18991,I,,"Paromola cuvieri (Risso, 1816)",,,,,,P,D,ESZZ12001,2023,135,np,203,
19004,I,,"Inachus thoracicus Roux, 1830",,,,,,C,D,ESZZ16002,2023,135,np,203,
19012,I,,"Macropodia rostrata (Linnaeus, 1761)",,,,,,C,D,ESZZ16002,2023,135,np,203,
19023,I,,"Ebalia tuberosa (Pennant, 1777)",,,,,,C,D,ESZZ16002,2023,135,np,203,
19028,I,,"Neolithodes grimaldii (A. Milne-Edwards & Bouvier, 1894)",,,,,,P,D,ESZZ12001,2023,135,np,203,
19032,I,,"Eurynome aspera (Pennant, 1777)",,,,,,C,D,ESZZ16002,2023,135,np,203,
19037,I,,"Maja squinado (Herbst, 1788)",,,1.0,,grids1x1,P,D,ES0000046,2023,135,np,203,22.0
19038,I,,"Munida intermedia A. Milne-Edwards & Bouvier, 1899",,,,,,P,D,ES90ATL01,2023,135,np,203,
19039,I,,"Munida microphthalma A. Milne-Edwards, 1880",,,,,,P,D,ESZZ12001,2023,135,np,203,
19043,I,,"Munida sarsi Huus, 1935",,,,,,C,D,ES90ATL01,2023,135,np,203,
19046,I,,"Munida tenuimana Sars, 1872",,,,,,P,D,ES90ATL01,2023,135,np,203,
19052,I,,"Munidopsis acutispina Benedict, 1902",,,,,,P,D,ESZZ12001,2023,135,np,203,
19057,I,,"Munidopsis serricornis (Lovén, 1853)",,,,,,P,D,ESZZ12003,2023,135,np,203,
19063,I,,"Homarus gammarus (Linnaeus, 1758)",,,2.0,,grids1x1,P,D,ES6170030,2023,135,np,203,22.0
19064,I,,"Nephrops norvegicus (Linnaeus, 1758)",,,,,,C,D,ESZZ16003,2023,135,np,203,
19065,I,,"Nephropsis atlantica Norman, 1882",,,,,,P,D,ES90ATL01,2023,135,np,203,
19066,I,,"Uca tangeri (Eydoux, 1835)",,,,,,P,D,ES0000140,2023,135,np,203,
19071,I,,"Systellaspis debilis (A. Milne-Edwards, 1881)",,,,,,P,D,ES90ATL01,2023,135,np,203,
19092,I,,"Pagurus alatus Fabricius, 1775",,,,,,C,D,ES90ATL01,2023,135,np,203,
19095,I,,"Pagurus carneus (Pocock, 1889)",,,,,,P,D,ES90ATL01,2023,135,np,203,
19097,I,,"Pagurus excavatus (Herbst, 1791)",,,,,,C,D,ES90ATL01,2023,135,np,203,
19099,I,,"Pagurus prideaux Leach, 1815",,,,,,C,D,ESZZ16002,2023,135,np,203,
19106,I,,"Brachycarpus biunguiculatus (Lucas, 1846)",,,,,,P,D,ES0000046,2023,135,np,203,
19107,I,,"Palaemon adspersus Rathke, 1837",,,,,,V,D,ES0000260,2023,135,np,203,
19108,I,,"Palaemon elegans Rathke, 1837",,,,,,P,D,ES0000140,2023,135,np,203,
19127,I,,"Typton spongicola O.G. Costa, 1844",,,,,,C,D,ESZZ16002,2023,135,np,203,
19129,I,,"Palinurus elephas (Fabricius, 1787)",,,1.0,,grids1x1,P,D,ES6170030,2023,135,np,203,22.0
19130,I,,"Palinurus mauritanicus Gruvel, 1911",,,,,,C,D,ESZZ16003,2023,135,np,203,
19131,I,,"Panulirus echinatus Smith, 1869",,,15.0,15.0,i,,D,ES7020117,2023,135,np,203,36.0
19134,I,,"Dichelopandalus bonnieri Caullery, 1896",,,,,,P,D,ES90ATL01,2023,135,np,203,
19147,I,,"Plesionika martia (A. Milne-Edwards, 1883)",,,,,,P,D,ES90ATL01,2023,135,np,203,
19148,I,,"Plesionika narval (Fabricius, 1787)",,,,,,P,D,ESZZ16001,2023,135,np,203,
19149,I,,"Plesionika williamsi Forest, 1974",,,,,,P,D,ESZZ15003,2023,135,np,203,
19157,I,,"Parapagurus pilosimanus Smith, 1879",,,,,,P,D,ES90ATL01,2023,135,np,203,
19170,I,,"Pasiphaea multidentata Esmark, 1866",,,,,,C,D,ES90ATL01,2023,135,np,203,
19171,I,,"Pasiphaea sivado (Risso, 1816)",,,,,,C,D,ES90ATL01,2023,135,np,203,
19172,I,,"Pasiphaea tarda (Kroyer, 1845)",,,,,,C,D,ES90ATL01,2023,135,np,203,
19178,I,,"Parapenaeus longirostris (Lucas, 1846)",,,,,,P,D,ESZZ16011,2023,135,np,203,
19185,I,,"Pilumnus spinifer H. Milne-Edwards, 1834",,,,,,C,D,ESZZ16002,2023,135,np,203,
19197,I,,"Bathynectes maravigna (Prestandrea, 1839)",,,,,,C,D,ES90ATL01,2023,135,np,203,
19198,I,,"Liocarcinus zariquieyi (Gordon, 1968)",,,,,,C,D,ESZZ16002,2023,135,np,203,
19199,I,,"Liocarcinus bolivari (Zariquiey-Alvarez, 1948)",,,,,,C,D,ESZZ16002,2023,135,np,203,
19200,I,,"Liocarcinus corrugatus (Pennant, 1777)",,,,,,C,D,ESZZ16002,2023,135,np,203,
19201,I,,"Liocarcinus depurator (Linnaeus, 1758)",,,,,,P,D,ES90ATL01,2023,135,np,203,
19203,I,,"Liocarcinus maculatus (Risso, 1827)",,,,,,C,D,ESZZ16002,2023,135,np,203,
19204,I,,"Liocarcinus marmoreus (Leach, 1814)",,,,,,P,D,ESZZ12003,2023,135,np,203,
19211,I,,"Polybius henslowii Leach, 1820",,,,,,C,D,ES6310002,2023,135,np,203,
19212,I,,"Cardus crucifer (Thomson, 1873)",,,,,,P,C,ESZZ15002,2023,135,np,203,
19216,I,,"Polycheles typhlops Heller, 1862",,,,,,C,D,ES90ATL01,2023,135,np,203,
19223,I,,"Porcellana platycheles (Pennant, 1777)",,,,,,P,D,ES6120008,2023,135,np,203,
19246,I,1090,Scyllarides latus,,,4.0,,grids1x1,P,"A,D,V",ES0000046,2023,135,np,203,22.0
19247,I,,"Scyllarus arctus (Linnaeus, 1758)",,,1.0,,grids1x1,P,D,ES0000046,2023,135,np,203,22.0
19248,I,,"Scyllarus pygmaeus (Bate, 1888)",,,,,,R,C,ESZZ16002,2023,135,np,203,
19272,I,,"Solenocera membranacea (Risso, 1816)",,,,,,P,D,ES90ATL01,2023,135,np,203,
19278,I,,"Stenopus spinosus Risso, 1827",,,4.0,,grids1x1,P,D,ES0000046,2023,135,np,203,22.0
19297,I,,"Platypodiella picta (A. Milne-Edwards, 1869)",,,300.0,300.0,i,,D,ES7010053,2023,135,np,203,36.0
19298,I,,"Xantho poressa (Olivi, 1792)",,,,,,P,D,ES6120023,2023,135,np,203,
19300,I,,"Xantho pilipes A. Milne-Edwards, 1867",,,,,,C,D,ESZZ16002,2023,135,np,203,
19310,I,,"Meganyctiphanes norvegica (M. Sars, 1857) ",,,,,,P,D,ESZZ12001,2023,135,np,203,
19315,I,,"Nematoscelis megalops G. O. Sars, 1883",,,,,,P,D,ESZZ12001,2023,135,np,203,
19318,I,,"Nyctiphanes couchii (Bell, 1853) ",,,,,,P,D,ESZZ12003,2023,135,np,203,
19412,I,,"Politolana sanchezi Frutos & Sorbe, 2010",,,,,,P,D,ESZZ12003,2023,135,np,203,
19480,I,,"Stenosoma raquelae (Hedo & Junoy, 1999)",,,,,,R,D,ES6110015,2023,135,np,203,
19486,I,,"Cornuamesus longiramus (Kavanagh & Sorbe, 2006)",,,,,,P,D,ESZZ12003,2023,135,np,203,
19547,I,,"Munnopsurus atlanticus (Bonnier, 1896)",,,,,,P,D,ESZZ12003,2023,135,np,203,
19586,I,,"Sphaeroma serratum (Fabricius, 1787)",,,,,,R,D,ES0000260,2023,135,np,203,
19617,I,,"Lophogaster typicus M. Sars, 1857",,,,,,C,D,ESZZ16002,2023,135,np,203,
19638,I,,"Burrimysis palmeri Jaume & Garcia, 1993",,,,,,,B,ES0000083,2023,135,np,203,
20069,M,1345,Megaptera novaeangliae,,,,,,V,"A,C,IV",ESZZ12004,2023,135,np,203,
20075,M,2030,Grampus griseus,,,1.0,3.0,i,P,"A,C,IV",ES6170002,2023,135,np,203,36.0
20079,M,2027,Orcinus orca,,,45.0,45.0,i,,"A,C,IV",ESZZ12004,2023,135,np,203,36.0
20082,M,2034,Stenella coeruleoalba,,,1.0,10.0,i,P,"A,C,IV",ES6120008,2023,135,np,203,36.0
20087,M,,Tursiops truncatus,,,2.0,9.0,i,P,,ES0000140,2023,135,c,202,36.0
20087,M,,Tursiops truncatus,,,10.0,20.0,i,,,ESZZ16010,2023,135,p,201,36.0
20087,M,1349,Tursiops truncatus,,,10.0,20.0,i,,,ES0000121,2023,135,c,202,36.0
20087,M,1349,Tursiops truncatus,,,,,,C,,ES0000087,2023,135,p,201,
20099,M,2035,Ziphius cavirostris,,,,,,P,"A,C,IV",ES6110015,2023,135,np,203,
20100,R,1223,Dermochelys coriacea,,,1.0,1.0,grids10x10,R,IV,ES0000020,2023,135,np,203,47.0
20103,I,,"Actinia equina (Linnaeus, 1758)",,,,,,P,D,ES0000140,2023,135,np,203,
20104,I,,"Actinia fragacea Tugwell, 1856",,,,,,R,B,ES6310002,2023,135,np,203,
20107,I,,"Actinia striata Rizzi, 1907",,,,,,R,B,ES6310002,2023,135,np,203,
20110,I,,"Anemonia viridis (Forskål, 1775)",,,,,,P,D,ES6150028,2023,135,np,203,
20111,I,,"Anthopleura ballii (Cocks, 1851)",,,,,,R,D,ES6310002,2023,135,np,203,
20112,I,,"Anthopleura thallia (Gosse, 1854)",,,,,,R,B,ES6310002,2023,135,np,203,
20115,I,,"Bunodactis verrucosa (Pennant, 1777)",,,,,,P,D,ESZZ16001,2023,135,np,203,
20117,I,,"Condylactis aurantiaca (Delle Chiaje, 1825)",,,,,,V,B,ES6310002,2023,135,np,203,
20129,I,,"Aiptasia mutabilis (Gravenhorst, 1831)",,,,,,P,D,ES6120008,2023,135,np,203,
20155,I,,"Actinauge richardi (Marion, 1882)",,,,,,P,D,ESZZ12001,2023,135,np,203,
20159,I,,"Calliactis parasitica (Couch, 1842)",,,,,,C,D,ESZZ16002,2023,135,np,203,
20174,I,,"Phymanthus pulcher (Andrès, 1883)",,,,,,R,B,ES6310002,2023,135,np,203,
20177,I,,"Cereus pedunculatus (Pennant, 1777)",,,,,,R,D,ES6310002,2023,135,np,203,
20178,I,,"Kadophellia bathyalis Tur, 1991",,,,,,P,D,ESZZ16012,2023,135,np,203,
20179,I,,"Sagartia elegans (Dalyell, 1848)",,,,,,P,D,ESZZ16001,2023,135,np,203,
20185,I,,"Acanthogorgia armata Verrill, 1878",,,,,,P,D,ESZZ15001,2023,135,np,203,
20186,I,,"Acanthogorgia hirsuta Gray, 1857",,,,,,P,C,ESZZ15003,2023,135,np,203,
20188,I,,"Alcyonium acaule Marion, 1878",,,,,,P,D,ESZZ16001,2023,135,np,203,
20193,I,,"Alcyonium palmatum Pallas, 1766",,,,,,C,D,ESZZ16002,2023,135,np,203,
20198,I,,"Chrysogorgia quadruplex Thomson, 1927",,,,,,P,D,ESZZ15001,2023,135,np,203,
20199,I,,"Metallogorgia melanotrichos Wright & Studer, 1889",,,,,,P,D,ESZZ15001,2023,135,np,203,
20204,I,,"Clavularia crassa (Milne Edwards, 1848)",,,,,,C,B,ES6310002,2023,135,np,203,
20205,I,,"Rolandia coralloides Lacaze-Duthiers, 1900",,,,,,R,B,ES6310002,2023,135,np,203,
20213,I,1001,Corallium rubrum,1.0,,,,,R,"C,V",ES6110015,2023,135,np,203,
20215,I,,"Cervera atlantica (Johnson, 1861)",,,,,,C,B,ES6310002,2023,135,np,203,
20219,I,,"Ellisella paraplexauroides Stiasny, 1936",,,1.0,,grids1x1,P,"A,D",ES0000337,2023,135,np,203,22.0
20221,I,,"Viminella flagellum (Johnson, 1863)",,,,,,C,D,ES6110015,2023,135,np,203,
20223,I,,"Eunicella filiformis (Studer, 1879)",,,2.0,,grids1x1,P,D,ES0000046,2023,135,np,203,22.0
20224,I,,"Eunicella gazella Studer, 1878",,,2.0,,grids1x1,P,"A,D",ES6170002,2023,135,np,203,22.0
20225,I,,"Eunicella labiata Thomson, 1927",,,1.0,,grids1x1,P,D,ES0000046,2023,135,np,203,22.0
20226,I,,"Eunicella singularis (Esper, 1791)",,,,,,C,B,ES6310002,2023,135,np,203,
20227,I,,"Eunicella verrucosa (Pallas, 1766)",,,2.0,,grids1x1,P,D,ES0000046,2023,135,np,203,22.0
20229,I,,"Leptogorgia lusitanica Stiasny, 1937",,,1.0,,grids1x1,P,D,ES6140016,2023,135,np,203,22.0
20230,I,,"Leptogorgia ruberrima (Koch, 1886)",,,10.0,10.0,i,,D,ES7020128,2023,135,np,203,36.0
20231,I,,"Leptogorgia sarmentosa (Esper, 1789)",,,1.0,,grids1x1,P,D,ES6120034,2023,135,np,203,22.0
20232,I,,"Leptogorgia viminalis (Pallas, 1766)",,,,,,P,D,ES7020123,2023,135,np,203,
20233,I,,"Acanella arbuscula (Johnson, 1862)",,,,,,P,D,ES90ATL01,2023,135,np,203,
20235,I,,"Isidella elongata (Esper, 1788)",,,,,,C,D,ESZZ16003,2023,135,np,203,
20238,I,,"Keratoisis grayi (Wright, 1869)",,,,,,P,D,ESZZ15001,2023,135,np,203,
20244,I,,"Paralcyonium spinulosum (Delle Chiaje, 1822)",,,,,,P,D,ESZZ16001,2023,135,np,203,
20245,I,,"Bebryce mollis Philippi, 1842",,,,,,P,D,ESZZ15001,2023,135,np,203,
20246,I,,"Dentomuricea meteor Grasshoff, 1977",,,,,,P,D,ESZZ15002,2023,135,np,203,
20247,I,,"Muriceides lepida Carpine & Grasshoff, 1975",,,,,,P,D,ESZZ16012,2023,135,np,203,
20249,I,,"Paramuricea biscaya Grasshoff, 1977",,,,,,P,D,ESZZ12003,2023,135,np,203,
20250,I,,"Paramuricea clavata (Risso, 1826)",,,1.0,,grids1x1,P,D,ES0000046,2023,135,np,203,22.0
20253,I,,"Placogorgia coronata Carpine & Grasshoff, 1975",,,,,,P,D,ESZZ12003,2023,135,np,203,
20254,I,,"Placogorgia graciosa (Tixier Durivault & d'Hondt, 1975)",,,,,,P,D,ESZZ12003,2023,135,np,203,
20255,I,,"Placogorgia massiliensis Carpine & Grasshoff, 1975",,,,,,P,D,ESZZ16011,2023,135,np,203,
20256,I,,"Spinimuricea atlantica (Johnson, 1862)",,,,,,P,D,ESZZ15002,2023,135,np,203,
20257,I,,"Swiftia pallida Madsen, 1970",,,,,,P,D,ES90ATL01,2023,135,np,203,
20258,I,,"Villogorgia bebrycoides (Koch, 1887)",,,,,,P,D,ESZZ15001,2023,135,np,203,
20259,I,,"Callogorgia verticillata (Pallas, 1766)",,,,,,C,D,ESZZ16005,2023,135,np,203,
20261,I,,"Candidella imbricata (Johnson, 1862)",,,,,,P,D,ESZZ15001,2023,135,np,203,
20262,I,,"Narella bellissima (Kükenthal, 1915)",,,,,,P,D,ESZZ15001,2023,135,np,203,
20266,I,,"Antipathes dichotoma Pallas, 1766",,,,,,C,C,ESZZ16003,2023,135,np,203,
20267,I,,"Antipathes furcata Gray, 1857",,,,,,P,D,ESZZ15001,2023,135,np,203,
20269,I,,"Stichopathes gracilis Gray, 1857",,,,,,P,D,ESZZ15002,2023,135,np,203,
20270,I,,"Stichopathes gravieri Molodtsova, 2006",,,,,,P,D,ESZZ12001,2023,135,np,203,
20271,I,,"Stichopathes setacea Gray, 1860",,,,,,P,D,ESZZ15002,2023,135,np,203,
20274,I,,"Leiopathes glaberrima (Esper, 1792)",,,,,,P,"A,D",ESZZ16011,2023,135,np,203,
20276,I,,"Antipathella subpinnata (Ellis & Solander, 1786)",,,,,,P,C,ESZZ16002,2023,135,np,203,
20277,I,,"Antipathella wollastoni (Gray, 1857)",,,,,,P,D,ES7020057,2023,135,np,203,
20278,I,,"Tanacetipathes cavernicola Opresko, 2001",,,,,,P,D,ES7020122,2023,135,np,203,
20282,I,,"Parantipathes hirondelle Molodtsova, 2006",,,,,,P,D,ESZZ12003,2023,135,np,203,
20285,I,,"Arachnanthus oligopodus (Cerfontaine, 1891)",,,,,,P,D,ESZZ16001,2023,135,np,203,
20288,I,,"Cerianthus lloydii Gosse, 1859",,,,,,P,D,ES90ATL01,2023,135,np,203,
20289,I,,"Cerianthus membranaceus (Spallanzani, 1784)",,,,,,C,D,ES6310002,2023,135,np,203,
20294,I,,"Corynactis viridis Allman, 1846",,,,,,C,D,ES6310002,2023,135,np,203,
20295,I,,"Pseudocorynactis caribbeorum den Hartog, 1980",,,20.0,20.0,i,,D,ES7020128,2023,135,np,203,36.0
20297,I,,"Sideractis glacialis Danielssen, 1890",,,,,,P,B,ESZZ12003,2023,135,np,203,
20298,I,,"Anthoptilum grandiflorum (Verrill, 1879)",,,,,,P,D,ESZZ12003,2023,135,np,203,
20299,I,,"Funiculina quadrangularis (Pallas, 1766)",,,,,,C,D,ESZZ16003,2023,135,np,203,
20300,I,,"Kophobelemnon stelliferum (Müller, 1766)",,,,,,P,D,ESZZ16011,2023,135,np,203,
20301,I,,"Pennatula aculeata Danielssen, 1860",,,,,,P,D,ES90ATL01,2023,135,np,203,
20304,I,,"Pennatula rubra (Ellis, 1761)",,,,,,P,D,ESZZ16001,2023,135,np,203,
