CUADRICULA,CCAA,Provincia
30TWK74,Castilla-La Mancha,Cuenca
30TWK84,Castilla-La Mancha,Cuenca
30TWK94,Castilla-La Mancha,Cuenca
30TXK04,Castilla-La Mancha,Cuenca
30TXK14,Castilla-La Mancha,Cuenca
30TXK24,Aragón,Cuenca
30TXK24,Aragón,Teruel
30TXK24,Castilla-La Mancha,Cuenca
30TXK24,Castilla-La Mancha,Teruel
30TXK34,Comunitat Valenciana,València/Valencia
30TXK34,Comunitat Valenciana,Cuenca
30TXK34,Comunitat Valenciana,Teruel
30TXK34,Aragón,València/Valencia
30TXK34,Aragón,Cuenca
30TXK34,Aragón,Teruel
30TXK34,Castilla-La Mancha,València/Valencia
30TXK34,Castilla-La Mancha,Cuenca
30TXK34,Castilla-La Mancha,Teruel
30TXK44,Comunitat Valenciana,València/Valencia
30TXK44,Comunitat Valenciana,Teruel
30TXK44,Aragón,València/Valencia
30TXK44,Aragón,Teruel
30TXK54,Comunitat Valenciana,València/Valencia
30TXK54,Comunitat Valenciana,Teruel
30TXK54,Aragón,València/Valencia
30TXK54,Aragón,Teruel
30TXK64,Comunitat Valenciana,València/Valencia
30TXK64,Comunitat Valenciana,Teruel
30TXK64,Aragón,València/Valencia
30TXK64,Aragón,Teruel
30TXK74,Aragón,Teruel
30TXK84,Aragón,Teruel
30TXK94,Aragón,Teruel
30TYK04,Comunitat Valenciana,Castelló/Castellón
30TYK04,Comunitat Valenciana,Teruel
30TYK04,Aragón,Castelló/Castellón
30TYK04,Aragón,Teruel
30TYK14,Comunitat Valenciana,Castelló/Castellón
30TYK24,Comunitat Valenciana,Castelló/Castellón
30TYK34,Comunitat Valenciana,Castelló/Castellón
30TYK44,Comunitat Valenciana,Castelló/Castellón
30TYK54,Comunitat Valenciana,Castelló/Castellón
31SEE32,,
31SEE22,,
31SEE12,Illes Balears,Illes Balears
31SEE02,Illes Balears,Illes Balears
31SDE92,,
29TPE73,Extremadura,Cáceres
31SGE11,,
31SGE01,,
31SFE91,,
31SFE81,,
31SFE71,,
31SFE61,,
32SKK60,,
31SFE51,,
31SFE41,,
32SKK50,,
31SFE31,,
31SFE21,,
32SKK40,,
31SFE11,Illes Balears,Illes Balears
29TPE83,Extremadura,Cáceres
31SFE01,Illes Balears,Illes Balears
29TPE93,Extremadura,Cáceres
31SEE91,Illes Balears,Illes Balears
31SEE90,,
29TQE03,Extremadura,Cáceres
31SEE81,Illes Balears,Illes Balears
31SEE80,,
31SED89,,
29TQE13,Extremadura,Cáceres
31SEE71,Illes Balears,Illes Balears
31SEE70,,
31SEE60,,
31SED79,,
31SED78,,
29TQE23,Extremadura,Cáceres
29TQE33,Extremadura,Cáceres
29TQE43,Extremadura,Cáceres
31TBE53,Comunitat Valenciana,Castelló/Castellón
31SBE62,,
31SBE71,,
29TQE53,Extremadura,Cáceres
31TBE43,Comunitat Valenciana,Castelló/Castellón
30TTK43,Extremadura,Cáceres
30TTK53,Extremadura,Cáceres
30TTK63,Extremadura,Cáceres
30TTK73,Extremadura,Cáceres
30TTK83,Extremadura,Cáceres
30TTK93,Extremadura,Toledo
30TTK93,Extremadura,Cáceres
30TTK93,Castilla-La Mancha,Toledo
30TTK93,Castilla-La Mancha,Cáceres
30TUK03,Castilla-La Mancha,Toledo
30TUK13,Castilla-La Mancha,Toledo
30TUK13,Castilla-La Mancha,Ávila
30TUK13,Castilla y León,Toledo
30TUK13,Castilla y León,Ávila
30TUK23,Castilla-La Mancha,Toledo
30TUK33,Castilla-La Mancha,Toledo
30TUK43,Castilla-La Mancha,Toledo
30TUK53,Castilla-La Mancha,Toledo
30TUK63,Castilla-La Mancha,Toledo
30TUK73,Castilla-La Mancha,Toledo
30TUK83,Castilla-La Mancha,Toledo
30TUK93,Castilla-La Mancha,Toledo
30TVK03,Castilla-La Mancha,Toledo
30TVK13,Castilla-La Mancha,Toledo
30TVK23,Castilla-La Mancha,Toledo
30TVK33,Castilla-La Mancha,Toledo
30TVK43,Castilla-La Mancha,Toledo
30TVK43,Castilla-La Mancha,Madrid
30TVK43,Comunidad de Madrid,Toledo
30TVK43,Comunidad de Madrid,Madrid
30TVK53,Castilla-La Mancha,Toledo
30TVK53,Castilla-La Mancha,Madrid
30TVK53,Comunidad de Madrid,Toledo
30TVK53,Comunidad de Madrid,Madrid
30TVK63,Castilla-La Mancha,Toledo
30TVK63,Castilla-La Mancha,Madrid
30TVK63,Comunidad de Madrid,Toledo
30TVK63,Comunidad de Madrid,Madrid
30TVK73,Castilla-La Mancha,Toledo
30TVK73,Castilla-La Mancha,Madrid
30TVK73,Comunidad de Madrid,Toledo
30TVK73,Comunidad de Madrid,Madrid
30TVK83,Castilla-La Mancha,Toledo
30TVK83,Castilla-La Mancha,Madrid
30TVK83,Castilla-La Mancha,Cuenca
30TVK83,Comunidad de Madrid,Toledo
30TVK83,Comunidad de Madrid,Madrid
30TVK83,Comunidad de Madrid,Cuenca
30TVK93,Castilla-La Mancha,Madrid
30TVK93,Castilla-La Mancha,Cuenca
30TVK93,Comunidad de Madrid,Madrid
30TVK93,Comunidad de Madrid,Cuenca
30TWK03,Castilla-La Mancha,Cuenca
30TWK13,Castilla-La Mancha,Cuenca
30TWK23,Castilla-La Mancha,Cuenca
30TWK33,Castilla-La Mancha,Cuenca
30TWK43,Castilla-La Mancha,Cuenca
30TWK53,Castilla-La Mancha,Cuenca
30TWK63,Castilla-La Mancha,Cuenca
30TWK73,Castilla-La Mancha,Cuenca
30TWK83,Castilla-La Mancha,Cuenca
30TWK93,Castilla-La Mancha,Cuenca
30TXK03,Castilla-La Mancha,Cuenca
30TXK13,Castilla-La Mancha,Cuenca
30TXK23,Castilla-La Mancha,Cuenca
30TXK33,Comunitat Valenciana,València/Valencia
30TXK33,Comunitat Valenciana,Cuenca
30TXK33,Castilla-La Mancha,València/Valencia
30TXK33,Castilla-La Mancha,Cuenca
30TXK43,Comunitat Valenciana,València/Valencia
30TXK43,Comunitat Valenciana,Cuenca
30TXK43,Castilla-La Mancha,València/Valencia
30TXK43,Castilla-La Mancha,Cuenca
30TXK53,Comunitat Valenciana,València/Valencia
30TXK53,Comunitat Valenciana,Cuenca
30TXK53,Comunitat Valenciana,Teruel
30TXK53,Aragón,València/Valencia
30TXK53,Aragón,Cuenca
30TXK53,Aragón,Teruel
30TXK53,Castilla-La Mancha,València/Valencia
30TXK53,Castilla-La Mancha,Cuenca
30TXK53,Castilla-La Mancha,Teruel
30TXK63,Comunitat Valenciana,València/Valencia
30TXK63,Comunitat Valenciana,Teruel
30TXK63,Aragón,València/Valencia
30TXK63,Aragón,Teruel
30TXK73,Aragón,Teruel
30TXK83,Comunitat Valenciana,Castelló/Castellón
30TXK83,Comunitat Valenciana,Teruel
30TXK83,Aragón,Castelló/Castellón
30TXK83,Aragón,Teruel
30TXK93,Comunitat Valenciana,Castelló/Castellón
30TXK93,Comunitat Valenciana,Teruel
30TXK93,Aragón,Castelló/Castellón
30TXK93,Aragón,Teruel
30TYK03,Comunitat Valenciana,Castelló/Castellón
30TYK03,Comunitat Valenciana,Teruel
30TYK03,Aragón,Castelló/Castellón
30TYK03,Aragón,Teruel
30TYK13,Comunitat Valenciana,Castelló/Castellón
30TYK23,Comunitat Valenciana,Castelló/Castellón
30TYK33,Comunitat Valenciana,Castelló/Castellón
30TYK43,Comunitat Valenciana,Castelló/Castellón
30TYK53,Comunitat Valenciana,Castelló/Castellón
31SEE21,,
31SEE11,Illes Balears,Illes Balears
31SEE01,Illes Balears,Illes Balears
31SDE91,Illes Balears,Illes Balears
31SDE82,,
31SDE81,Illes Balears,Illes Balears
31SDE72,,
31SDE62,,
31SDE52,,
31SDE71,Illes Balears,Illes Balears
31SDE61,,
29SPE72,,
31SGE50,,
31SGE40,,
31SGE30,,
31SGE20,,
31SGE10,,
31SGE00,,
31SFE90,,
31SFE80,,
31SFE70,,
31SFE60,,
32SKJ69,,
31SFE50,,
31SFE40,,
32SKJ59,,
31SFE30,,
31SFE20,,
32SKJ49,,
31SFE10,Illes Balears,Illes Balears
31SGD59,,
31SGD49,,
31SGD39,,
31SGD29,,
31SGD19,,
31SGD09,,
31SFD99,,
31SFD89,,
31SFD79,,
31SFD69,,
32SKJ68,,
31SFD59,,
31SFD49,,
32SKJ58,,
31SFD39,,
31SFD29,,
32SKJ48,,
31SFD19,,
31SGD58,,
31SGD48,,
31SGD38,,
31SGD28,,
31SGD18,,
31SGD08,,
31SFD98,,
31SFD88,,
31SFD78,,
31SFD68,,
32SKJ67,,
31SFD58,,
31SFD48,,
32SKJ57,,
31SFD38,,
31SFD28,,
32SKJ47,,
31SFD18,,
31SGD57,,
31SGD47,,
31SGD37,,
31SGD27,,
31SGD17,,
31SGD07,,
31SFD97,,
31SFD87,,
31SFD77,,
31SFD67,,
32SKJ66,,
31SFD57,,
31SFD47,,
32SKJ56,,
31SFD37,,
31SFD27,,
32SKJ46,,
31SFD17,,
31SGD56,,
31SGD46,,
31SGD36,,
31SGD26,,
31SGD16,,
31SGD06,,
31SFD96,,
31SFD86,,
31SFD76,,
31SFD66,,
32SKJ65,,
31SFD56,,
31SFD46,,
32SKJ55,,
31SFD36,,
31SFD26,,
32SKJ45,,
31SFD16,,
31SGD55,,
31SGD45,,
31SGD35,,
31SGD25,,
31SGD15,,
31SGD05,,
31SFD95,,
31SFD85,,
31SFD75,,
31SFD65,,
31SFD55,,
31SFD45,,
32SKJ54,,
31SFD35,,
29SPE82,Extremadura,Cáceres
31SFE00,Illes Balears,Illes Balears
31SFD09,,
31SED99,,
31SFD08,,
31SED98,,
31SED88,,
31SFD07,,
31SED97,,
31SED87,,
31SFD06,,
31SED96,,
31SED86,,
29SPE92,Extremadura,Cáceres
29SQE02,Extremadura,Cáceres
29SQE12,Extremadura,Cáceres
29SQE22,Extremadura,Cáceres
29SQE32,Extremadura,Cáceres
29SQE42,Extremadura,Cáceres
29SQE52,Extremadura,Cáceres
31SBE52,,
31SBE42,Comunitat Valenciana,Castelló/Castellón
31SBE61,,
31SBE51,,
31SBE60,,
30STK42,Extremadura,Cáceres
30STK52,Extremadura,Cáceres
30STK62,Extremadura,Cáceres
30STK72,Extremadura,Cáceres
30STK82,Extremadura,Cáceres
30STK92,Extremadura,Toledo
30STK92,Extremadura,Cáceres
30STK92,Castilla-La Mancha,Toledo
30STK92,Castilla-La Mancha,Cáceres
30SUK02,Castilla-La Mancha,Toledo
30SUK12,Castilla-La Mancha,Toledo
30SUK22,Castilla-La Mancha,Toledo
30SUK32,Castilla-La Mancha,Toledo
30SUK42,Castilla-La Mancha,Toledo
30SUK52,Castilla-La Mancha,Toledo
30SUK62,Castilla-La Mancha,Toledo
30SUK72,Castilla-La Mancha,Toledo
30SUK82,Castilla-La Mancha,Toledo
30SUK92,Castilla-La Mancha,Toledo
30SVK02,Castilla-La Mancha,Toledo
30SVK12,Castilla-La Mancha,Toledo
30SVK22,Castilla-La Mancha,Toledo
30SVK22,Castilla-La Mancha,Madrid
30SVK22,Comunidad de Madrid,Toledo
30SVK22,Comunidad de Madrid,Madrid
30SVK32,Castilla-La Mancha,Toledo
30SVK32,Castilla-La Mancha,Madrid
30SVK32,Comunidad de Madrid,Toledo
30SVK32,Comunidad de Madrid,Madrid
30SVK42,Castilla-La Mancha,Toledo
30SVK42,Castilla-La Mancha,Madrid
30SVK42,Comunidad de Madrid,Toledo
30SVK42,Comunidad de Madrid,Madrid
30SVK52,Castilla-La Mancha,Toledo
30SVK52,Castilla-La Mancha,Madrid
30SVK52,Comunidad de Madrid,Toledo
30SVK52,Comunidad de Madrid,Madrid
30SVK62,Castilla-La Mancha,Toledo
30SVK72,Castilla-La Mancha,Toledo
30SVK82,Castilla-La Mancha,Toledo
30SVK82,Castilla-La Mancha,Cuenca
30SVK92,Castilla-La Mancha,Toledo
30SVK92,Castilla-La Mancha,Cuenca
30SWK02,Castilla-La Mancha,Cuenca
30SWK12,Castilla-La Mancha,Cuenca
30SWK22,Castilla-La Mancha,Cuenca
30SWK32,Castilla-La Mancha,Cuenca
30SWK42,Castilla-La Mancha,Cuenca
30SWK52,Castilla-La Mancha,Cuenca
30SWK62,Castilla-La Mancha,Cuenca
30SWK72,Castilla-La Mancha,Cuenca
30SWK82,Castilla-La Mancha,Cuenca
30SWK92,Castilla-La Mancha,Cuenca
30SXK02,Castilla-La Mancha,Cuenca
30SXK12,Castilla-La Mancha,Cuenca
30SXK22,Castilla-La Mancha,Cuenca
30SXK32,Castilla-La Mancha,Cuenca
30SXK42,Comunitat Valenciana,València/Valencia
30SXK42,Comunitat Valenciana,Cuenca
30SXK42,Castilla-La Mancha,València/Valencia
30SXK42,Castilla-La Mancha,Cuenca
30SXK52,Comunitat Valenciana,València/Valencia
30SXK52,Comunitat Valenciana,Cuenca
30SXK52,Comunitat Valenciana,Teruel
30SXK52,Aragón,València/Valencia
30SXK52,Aragón,Cuenca
30SXK52,Aragón,Teruel
30SXK52,Castilla-La Mancha,València/Valencia
30SXK52,Castilla-La Mancha,Cuenca
30SXK52,Castilla-La Mancha,Teruel
30SXK62,Comunitat Valenciana,València/Valencia
30SXK62,Comunitat Valenciana,Teruel
30SXK62,Aragón,València/Valencia
30SXK62,Aragón,Teruel
30SXK72,Comunitat Valenciana,València/Valencia
30SXK72,Comunitat Valenciana,Teruel
30SXK72,Aragón,València/Valencia
30SXK72,Aragón,Teruel
30SXK82,Comunitat Valenciana,Castelló/Castellón
30SXK82,Comunitat Valenciana,Teruel
30SXK82,Aragón,Castelló/Castellón
30SXK82,Aragón,Teruel
30SXK92,Comunitat Valenciana,Castelló/Castellón
30SYK02,Comunitat Valenciana,Castelló/Castellón
30SYK12,Comunitat Valenciana,Castelló/Castellón
30SYK22,Comunitat Valenciana,Castelló/Castellón
30SYK32,Comunitat Valenciana,Castelló/Castellón
30SYK42,Comunitat Valenciana,Castelló/Castellón
30SYK52,Comunitat Valenciana,Castelló/Castellón
31SEE41,,
31SEE31,,
31SEE40,,
31SEE30,Illes Balears,Illes Balears
31SEE20,Illes Balears,Illes Balears
31SEE10,Illes Balears,Illes Balears
31SEE00,Illes Balears,Illes Balears
31SDE90,Illes Balears,Illes Balears
31SDE80,Illes Balears,Illes Balears
31SDE70,Illes Balears,Illes Balears
29SPE71,Extremadura,Cáceres
31SDE42,,
31SDE32,,
31SDE51,,
31SDE41,,
31SDE60,Illes Balears,Illes Balears
31SDE50,,
29SPE81,Extremadura,Cáceres
29SPE91,Extremadura,Cáceres
31TCE73,,
31TCE63,,
31TCE53,,
31TCE43,,
31TCE33,,
31TCE23,,
31TCE13,,
31TCE03,,
31TBE93,,
31SCE72,,
31SCE62,,
31SCE52,,
31SCE42,,
31SCE32,,
31SCE22,,
31SCE12,,
31SCE02,,
31SBE92,,
31SBE82,,
31SCE71,,
31SCE61,,
31SCE51,,
31SCE41,,
31SCE31,,
31SCE21,,
31SCE11,,
31SCE01,,
31SBE91,,
31SBE81,,
31SCE60,,
31SCE50,,
31SCE40,,
31SCE30,,
31SCE20,,
31SCE10,,
31SCE00,,
31SBE90,,
31SBE80,,
31SBE70,,
31SCD59,,
31SCD49,,
31SCD39,,
31SCD29,,
31SCD19,,
31SCD09,,
31SBD99,,
31SBD89,,
31SBD79,,
31SCD48,,
31SCD38,,
31SCD28,,
31SCD18,,
31SCD08,,
31SBD98,,
31SBD88,,
31SBD78,,
31SCD37,,
29SQE01,Extremadura,Cáceres
29SQE11,Extremadura,Cáceres
29SQE21,Extremadura,Cáceres
29SQE31,Extremadura,Cáceres
29SQE41,Extremadura,Cáceres
31SEE50,,
31SED69,,
31SED59,,
31SED49,,
31SED68,,
31SED58,,
31SED48,,
31SED77,,
31SED67,,
31SED76,,
29SQE51,Extremadura,Cáceres
30STK41,Extremadura,Cáceres
30STK51,Extremadura,Cáceres
30STK61,Extremadura,Cáceres
30STK71,Extremadura,Cáceres
30STK81,Extremadura,Cáceres
30STK91,Extremadura,Toledo
30STK91,Extremadura,Cáceres
30STK91,Castilla-La Mancha,Toledo
30STK91,Castilla-La Mancha,Cáceres
30SUK01,Extremadura,Toledo
30SUK01,Extremadura,Cáceres
30SUK01,Castilla-La Mancha,Toledo
30SUK01,Castilla-La Mancha,Cáceres
30SUK11,Castilla-La Mancha,Toledo
30SUK21,Castilla-La Mancha,Toledo
30SUK31,Castilla-La Mancha,Toledo
30SUK41,Castilla-La Mancha,Toledo
30SUK51,Castilla-La Mancha,Toledo
30SUK61,Castilla-La Mancha,Toledo
30SUK71,Castilla-La Mancha,Toledo
30SUK81,Castilla-La Mancha,Toledo
30SUK91,Castilla-La Mancha,Toledo
30SVK01,Castilla-La Mancha,Toledo
30SVK11,Castilla-La Mancha,Toledo
30SVK21,Castilla-La Mancha,Toledo
30SVK21,Castilla-La Mancha,Madrid
30SVK21,Comunidad de Madrid,Toledo
30SVK21,Comunidad de Madrid,Madrid
30SVK31,Castilla-La Mancha,Toledo
30SVK31,Castilla-La Mancha,Madrid
30SVK31,Comunidad de Madrid,Toledo
30SVK31,Comunidad de Madrid,Madrid
30SVK41,Castilla-La Mancha,Toledo
30SVK51,Castilla-La Mancha,Toledo
30SVK61,Castilla-La Mancha,Toledo
30SVK71,Castilla-La Mancha,Toledo
30SVK81,Castilla-La Mancha,Toledo
30SVK91,Castilla-La Mancha,Toledo
30SVK91,Castilla-La Mancha,Cuenca
30SWK01,Castilla-La Mancha,Cuenca
30SWK11,Castilla-La Mancha,Cuenca
30SWK21,Castilla-La Mancha,Cuenca
30SWK31,Castilla-La Mancha,Cuenca
30SWK41,Castilla-La Mancha,Cuenca
30SWK51,Castilla-La Mancha,Cuenca
30SWK61,Castilla-La Mancha,Cuenca
30SWK71,Castilla-La Mancha,Cuenca
30SWK81,Castilla-La Mancha,Cuenca
30SWK91,Castilla-La Mancha,Cuenca
30SXK01,Castilla-La Mancha,Cuenca
30SXK11,Castilla-La Mancha,Cuenca
30SXK21,Castilla-La Mancha,Cuenca
30SXK31,Castilla-La Mancha,Cuenca
30SXK41,Castilla-La Mancha,Cuenca
30SXK51,Comunitat Valenciana,València/Valencia
30SXK51,Comunitat Valenciana,Cuenca
30SXK51,Castilla-La Mancha,València/Valencia
30SXK51,Castilla-La Mancha,Cuenca
30SXK61,Comunitat Valenciana,València/Valencia
30SXK71,Comunitat Valenciana,València/Valencia
30SXK71,Comunitat Valenciana,Teruel
30SXK71,Aragón,València/Valencia
30SXK71,Aragón,Teruel
30SXK81,Comunitat Valenciana,València/Valencia
30SXK81,Comunitat Valenciana,Castelló/Castellón
30SXK81,Comunitat Valenciana,Teruel
30SXK81,Aragón,València/Valencia
30SXK81,Aragón,Castelló/Castellón
30SXK81,Aragón,Teruel
30SXK91,Comunitat Valenciana,València/Valencia
30SXK91,Comunitat Valenciana,Castelló/Castellón
30SYK01,Comunitat Valenciana,València/Valencia
30SYK01,Comunitat Valenciana,Castelló/Castellón
30SYK11,Comunitat Valenciana,Castelló/Castellón
30SYK21,Comunitat Valenciana,Castelló/Castellón
30SYK31,Comunitat Valenciana,Castelló/Castellón
30SYK41,Comunitat Valenciana,Castelló/Castellón
31SBE41,,
30SYK51,Comunitat Valenciana,Castelló/Castellón
31SBE50,,
31SBE40,,
30SYK50,,
31SBD69,,
31SBD59,,
31SED39,Illes Balears,Illes Balears
31SED29,Illes Balears,Illes Balears
31SED19,Illes Balears,Illes Balears
31SED09,Illes Balears,Illes Balears
31SDD99,Illes Balears,Illes Balears
31SDD89,Illes Balears,Illes Balears
31SDD79,Illes Balears,Illes Balears
29SPE70,Extremadura,Cáceres
31SDD69,Illes Balears,Illes Balears
29SPE80,Extremadura,Cáceres
31TDE13,,
31TDE03,,
31SDE22,,
31SDE12,,
31SDE31,,
31SDE21,,
31SDE40,,
31SDE30,,
31SDD59,Illes Balears,Illes Balears
31SDD49,,
29SPE90,Extremadura,Cáceres
29SQE00,Extremadura,Cáceres
29SQE10,Extremadura,Cáceres
29SQE20,Extremadura,Cáceres
29SQE30,Extremadura,Cáceres
29SQE40,Extremadura,Cáceres
29SQE50,Extremadura,Cáceres
30STK40,Extremadura,Cáceres
30STK50,Extremadura,Cáceres
30STK60,Extremadura,Cáceres
30STK70,Extremadura,Cáceres
30STK80,Extremadura,Cáceres
30STK90,Extremadura,Cáceres
30SUK00,Extremadura,Toledo
30SUK00,Extremadura,Cáceres
30SUK00,Castilla-La Mancha,Toledo
30SUK00,Castilla-La Mancha,Cáceres
30SUK10,Extremadura,Toledo
30SUK10,Extremadura,Cáceres
30SUK10,Castilla-La Mancha,Toledo
30SUK10,Castilla-La Mancha,Cáceres
30SUK20,Castilla-La Mancha,Toledo
30SUK30,Castilla-La Mancha,Toledo
30SUK40,Castilla-La Mancha,Toledo
30SUK50,Castilla-La Mancha,Toledo
30SUK60,Castilla-La Mancha,Toledo
30SUK70,Castilla-La Mancha,Toledo
30SUK80,Castilla-La Mancha,Toledo
30SUK90,Castilla-La Mancha,Toledo
30SVK00,Castilla-La Mancha,Toledo
30SVK10,Castilla-La Mancha,Toledo
30SVK20,Castilla-La Mancha,Toledo
30SVK30,Castilla-La Mancha,Toledo
30SVK40,Castilla-La Mancha,Toledo
30SVK50,Castilla-La Mancha,Toledo
30SVK60,Castilla-La Mancha,Toledo
30SVK70,Castilla-La Mancha,Toledo
30SVK80,Castilla-La Mancha,Toledo
30SVK90,Castilla-La Mancha,Toledo
30SVK90,Castilla-La Mancha,Cuenca
30SWK00,Castilla-La Mancha,Cuenca
30SWK10,Castilla-La Mancha,Cuenca
30SWK20,Castilla-La Mancha,Cuenca
30SWK30,Castilla-La Mancha,Cuenca
30SWK40,Castilla-La Mancha,Cuenca
30SWK50,Castilla-La Mancha,Cuenca
30SWK60,Castilla-La Mancha,Cuenca
30SWK70,Castilla-La Mancha,Cuenca
30SWK80,Castilla-La Mancha,Cuenca
30SWK90,Castilla-La Mancha,Cuenca
30SXK00,Castilla-La Mancha,Cuenca
30SXK10,Castilla-La Mancha,Cuenca
30SXK20,Castilla-La Mancha,Cuenca
30SXK30,Castilla-La Mancha,Cuenca
30SXK40,Comunitat Valenciana,València/Valencia
30SXK40,Comunitat Valenciana,Cuenca
30SXK40,Castilla-La Mancha,València/Valencia
30SXK40,Castilla-La Mancha,Cuenca
30SXK50,Comunitat Valenciana,València/Valencia
30SXK50,Comunitat Valenciana,Cuenca
30SXK50,Castilla-La Mancha,València/Valencia
30SXK50,Castilla-La Mancha,Cuenca
30SXK60,Comunitat Valenciana,València/Valencia
30SXK70,Comunitat Valenciana,València/Valencia
30SXK80,Comunitat Valenciana,València/Valencia
30SXK90,Comunitat Valenciana,València/Valencia
30SYK00,Comunitat Valenciana,València/Valencia
30SYK00,Comunitat Valenciana,Castelló/Castellón
30SYK10,Comunitat Valenciana,València/Valencia
30SYK10,Comunitat Valenciana,Castelló/Castellón
30SYK20,Comunitat Valenciana,València/Valencia
30SYK20,Comunitat Valenciana,Castelló/Castellón
30SYK30,Comunitat Valenciana,València/Valencia
30SYK30,Comunitat Valenciana,Castelló/Castellón
30SYK40,Comunitat Valenciana,València/Valencia
30SYK40,Comunitat Valenciana,Castelló/Castellón
31SED38,Illes Balears,Illes Balears
31SED28,Illes Balears,Illes Balears
29SPD29,Extremadura,Cáceres
31SED18,Illes Balears,Illes Balears
29SPD39,Extremadura,Cáceres
31SED08,Illes Balears,Illes Balears
29SPD49,Extremadura,Cáceres
31SDD98,Illes Balears,Illes Balears
29SPD59,Extremadura,Cáceres
31SDD88,Illes Balears,Illes Balears
29SPD69,Extremadura,Cáceres
31SDD78,Illes Balears,Illes Balears
29SPD79,Extremadura,Cáceres
31SDD68,Illes Balears,Illes Balears
29SPD89,Extremadura,Cáceres
31SDD58,Illes Balears,Illes Balears
29SPD99,Extremadura,Cáceres
31TCE93,,
31TCE83,,
31SDE02,,
31SCE92,,
31SCE82,,
31SDE11,,
31SDE01,,
31SCE91,,
31SCE81,,
31SDE20,,
31SDE10,,
31SDE00,,
31SCE90,,
31SCE80,,
31SDD39,,
31SDD29,,
31SDD19,,
31SDD09,,
31SCD99,,
31SCD89,,
31SDD48,Illes Balears,Illes Balears
31SDD38,,
31SDD28,,
31SDD18,,
31SDD08,,
31SCD98,,
29SQD09,Extremadura,Cáceres
29SQD19,Extremadura,Cáceres
29SQD29,Extremadura,Cáceres
29SQD39,Extremadura,Cáceres
29SQD49,Extremadura,Cáceres
29SQD59,Extremadura,Cáceres
30STJ49,Extremadura,Cáceres
30STJ59,Extremadura,Cáceres
30STJ69,Extremadura,Cáceres
30STJ79,Extremadura,Cáceres
30STJ89,Extremadura,Cáceres
30STJ99,Extremadura,Cáceres
30SUJ09,Extremadura,Cáceres
30SUJ19,Extremadura,Toledo
30SUJ19,Extremadura,Cáceres
30SUJ19,Castilla-La Mancha,Toledo
30SUJ19,Castilla-La Mancha,Cáceres
30SUJ29,Castilla-La Mancha,Toledo
30SUJ39,Castilla-La Mancha,Toledo
30SUJ49,Castilla-La Mancha,Toledo
30SUJ59,Castilla-La Mancha,Toledo
30SUJ69,Castilla-La Mancha,Toledo
30SUJ79,Castilla-La Mancha,Toledo
30SUJ89,Castilla-La Mancha,Toledo
30SUJ99,Castilla-La Mancha,Toledo
30SVJ09,Castilla-La Mancha,Toledo
30SVJ19,Castilla-La Mancha,Toledo
30SVJ29,Castilla-La Mancha,Toledo
30SVJ39,Castilla-La Mancha,Toledo
30SVJ49,Castilla-La Mancha,Toledo
30SVJ59,Castilla-La Mancha,Toledo
30SVJ69,Castilla-La Mancha,Toledo
30SVJ79,Castilla-La Mancha,Toledo
30SVJ89,Castilla-La Mancha,Toledo
30SVJ99,Castilla-La Mancha,Toledo
30SVJ99,Castilla-La Mancha,Cuenca
30SWJ09,Castilla-La Mancha,Toledo
30SWJ09,Castilla-La Mancha,Cuenca
30SWJ19,Castilla-La Mancha,Cuenca
30SWJ29,Castilla-La Mancha,Cuenca
30SWJ39,Castilla-La Mancha,Cuenca
30SWJ49,Castilla-La Mancha,Cuenca
30SWJ59,Castilla-La Mancha,Cuenca
30SWJ69,Castilla-La Mancha,Cuenca
30SWJ79,Castilla-La Mancha,Cuenca
30SWJ89,Castilla-La Mancha,Cuenca
30SWJ99,Castilla-La Mancha,Cuenca
30SXJ09,Castilla-La Mancha,Cuenca
30SXJ19,Castilla-La Mancha,Cuenca
30SXJ29,Castilla-La Mancha,Cuenca
30SXJ39,Comunitat Valenciana,València/Valencia
30SXJ39,Comunitat Valenciana,Cuenca
30SXJ39,Castilla-La Mancha,València/Valencia
30SXJ39,Castilla-La Mancha,Cuenca
30SXJ49,Comunitat Valenciana,València/Valencia
30SXJ49,Comunitat Valenciana,Cuenca
30SXJ49,Castilla-La Mancha,València/Valencia
30SXJ49,Castilla-La Mancha,Cuenca
30SXJ59,Comunitat Valenciana,València/Valencia
30SXJ69,Comunitat Valenciana,València/Valencia
30SXJ79,Comunitat Valenciana,València/Valencia
30SXJ89,Comunitat Valenciana,València/Valencia
30SXJ99,Comunitat Valenciana,València/Valencia
30SYJ09,Comunitat Valenciana,València/Valencia
30SYJ19,Comunitat Valenciana,València/Valencia
30SYJ19,Comunitat Valenciana,Castelló/Castellón
30SYJ29,Comunitat Valenciana,València/Valencia
30SYJ39,Comunitat Valenciana,València/Valencia
31SBD49,,
30SYJ59,,
30SYJ49,Comunitat Valenciana,València/Valencia
31SBD68,,
31SBD58,,
31SBD48,,
30SYJ58,,
30SYJ48,,
31SED57,,
31SED47,,
31SED37,Illes Balears,Illes Balears
31SED66,,
31SED56,,
31SED46,,
31SED36,,
31SED27,Illes Balears,Illes Balears
29SPD28,Extremadura,Cáceres
31SED17,Illes Balears,Illes Balears
29SPD38,Extremadura,Cáceres
31SED07,Illes Balears,Illes Balears
29SPD48,Extremadura,Cáceres
