,ID_Ruta,Nombre_Ruta,NOM_ETAPA,Nombre_completo,Longitud,TIPOLOGIA,Description,id,nombre_en,CCAA_1,Provincia_1
470,3515,PR-C 161. Ruta de la Torrassa,,PR-C 161. Ruta de la Torrassa ,"13,88",,,PRXC0161_00E000_0,,Cataluña/Catalunya,Barcelona
471,3524,PR-C 064. Sendero de la Baronía de Bellpuig,,PR-C 064. Sendero de la Baronía de Bellpuig ,"22,16",,,PRXC0064_00E000_0,,Cataluña/Catalunya,Lleida
472,3552,PR-C 086. Prades-Castell de Riubadella,,PR-C 086. Prades-Castell de Riubadella ,"9,26",,,PRXC0086_00E000_0,,Cataluña/Catalunya,Tarragona
473,3558,PR-C 124.2. Refugio Prat d'Aguiló-Olià,,PR-C 124.2. Refugio Prat d'Aguiló-Olià ,"12,83",,,PRXC0124_00E002_0,,Cataluña/Catalunya,"Barcelona, Lleida"
474,3578,PR-C 141. Circuito sur de Cervera,,PR-C 141. Circuito sur de Cervera ,"13,26",,,PRXC0141_00E000_0,,Cataluña/Catalunya,Lleida
475,3580,PR-C 162. Ruta del Sol Blau,,PR-C 162. Ruta del Sol Blau ,"18,06",,,PRXC0162_00E000_0,,Cataluña/Catalunya,Barcelona
476,3591,PR-C 106. Sendero de Palafrugell,,PR-C 106. Sendero de Palafrugell ,"8,94",,,PRXC0106_00E000_0,,Cataluña/Catalunya,Girona
477,3622,PR-C 154.1. Cases Noves de la Riera-El Maset dels Cosins,,PR-C 154.1. Cases Noves de la Riera-El Maset dels Cosins ,"6,91",,,PRXC0154_01E000_0,,Cataluña/Catalunya,"Barcelona, Tarragona"
478,3623,PR-C 156.2. Variante Riera de Vidrers,,PR-C 156.2. Variante Riera de Vidrers ,"4,46",,,PRXC0156_02E000_0,,Cataluña/Catalunya,Barcelona
479,3646,PR-C 143.1. Vilanova i la Geltrú-Col de les Palmeres,,PR-C 143.1. Vilanova i la Geltrú-Col de les Palmeres ,"8,18",,,PRXC0143_01E000_0,,Cataluña/Catalunya,"Barcelona, Tarragona"
480,3661,PR-C 100.1. Can Salelles-Els Quatre Camins,,PR-C 100.1. Can Salelles-Els Quatre Camins ,"3,26",,,PRXC0100_01E000_0,,Cataluña/Catalunya,Girona
481,3662,PR-C 226. Cornellana-Cornellana,,PR-C 226. Cornellana-Cornellana ,"8,1",,,PRXC0226_00E000_0,,Cataluña/Catalunya,Lleida
482,3668,PR-C 054.1. Obaga de Vilanova-Obaga de Vilanova,,PR-C 054.1. Obaga de Vilanova-Obaga de Vilanova ,"6,04",,,PRXC0054_01E000_0,,Cataluña/Catalunya,Barcelona
483,3672,PR-C 107. Sendero de Llafranc a Tamariu,,PR-C 107. Sendero de Llafranc a Tamariu ,"5,27",,,PRXC0107_00E000_0,,Cataluña/Catalunya,Girona
484,3743,PR-C 199. Sendero de la Nou de Berguedà,,PR-C 199. Sendero de la Nou de Berguedà ,"33,36",,,PRXC0199_00E000_0,,Cataluña/Catalunya,Barcelona
485,3788,PR-C 100. Sendero de Cruilles a Cassà de la Selva,,PR-C 100. Sendero de Cruilles a Cassà de la Selva ,"15,94",,,PRXC0100_00E000_0,,Cataluña/Catalunya,Girona
486,3806,PR-C 136. Sandero de la Gavarra,,PR-C 136. Sandero de la Gavarra ,"18,9",,,PRXC0136_00E000_0,,Cataluña/Catalunya,Barcelona
487,3809,PR-C 129. Sant Julià de Cerdanyola-Sant Julià de Cerdanyola,,PR-C 129. Sant Julià de Cerdanyola-Sant Julià de Cerdanyola ,"15,46",,,PRXC0129_00E000_0,,Cataluña/Catalunya,Barcelona
488,3814,PR-C 097. Sendero de Anglesola,,PR-C 097. Sendero de Anglesola ,"11,27",,,PRXC0097_00E000_0,,Cataluña/Catalunya,Lleida
489,3825,PR-C 156. Olesa de Bonesvalles-Sant Llorenç d'Hortons,,PR-C 156. Olesa de Bonesvalles-Sant Llorenç d'Hortons ,"26,17",,,PRXC0156_00E000_0,,Cataluña/Catalunya,Barcelona
490,3826,PR-C 143.2. Canyelles-Pla de les Palmeres,,PR-C 143.2. Canyelles-Pla de les Palmeres ,"6,81",,,PRXC0143_02E000_0,,Cataluña/Catalunya,"Barcelona, Tarragona"
491,3834,PR-C 059. Sendero de Vallfogona de Ripollès,,PR-C 059. Sendero de Vallfogona de Ripollès ,"28,88",,,PRXC0059_00E000_0,,Cataluña/Catalunya,"Barcelona, Girona"
492,3845,PR-C 156.1. Variante de la Montanya Rodona,,PR-C 156.1. Variante de la Montanya Rodona ,"1,97",,,PRXC0156_01E000_0,,Cataluña/Catalunya,Barcelona
493,3849,PR-C 051. Sant Jaume de Frontanyà-Sant Jaume de Frontanyà,,PR-C 051. Sant Jaume de Frontanyà-Sant Jaume de Frontanyà ,"9,03",,,PRXC0051_00E000_0,,Cataluña/Catalunya,"Barcelona, Girona"
494,3860,PR-C 154. La Munia-La Munia,,PR-C 154. La Munia-La Munia ,"19,85",,,PRXC0154_00E000_0,,Cataluña/Catalunya,"Barcelona, Tarragona"
495,3866,PR-C 121. Sendero de Estana,,PR-C 121. Sendero de Estana ,"5,56",,,PRXC0121_00E000_0,,Cataluña/Catalunya,Lleida
496,3868,PR-C 059.2. Santa Magdalena de Cambrills-Coll de las Fuentes de l'Orri,,PR-C 059.2. Santa Magdalena de Cambrills-Coll de las Fuentes de l'Orri ,"7,37",,,PRXC0059_02E000_0,,Cataluña/Catalunya,"Barcelona, Girona"
497,3897,PR-C 128. Sendero por los Cingles de Vallcebre,,PR-C 128. Sendero por los Cingles de Vallcebre ,"13,34",,,PRXC0128_00E000_0,,Cataluña/Catalunya,Barcelona
498,3898,PR-C 068. Sendero de Alasa,,PR-C 068. Sendero de Alasa ,"13,38",,,PRXC0068_00E000_0,,Cataluña/Catalunya,Lleida
499,3900,PR-C 223. Per les Rieres de Sant Bartomeu del Grau,,PR-C 223. Per les Rieres de Sant Bartomeu del Grau ,"22,4",,,PRXC0223_00E000_0,,Cataluña/Catalunya,Barcelona
500,3902,PR-C 195. Girona-Sant Martí Vell,,PR-C 195. Girona-Sant Martí Vell ,"15,92",,,PRXC0195_00E000_0,,Cataluña/Catalunya,Girona
501,3903,PR-C 084. Ermita Mare de Deu de Puigcerver-Arbolí,,PR-C 084. Ermita Mare de Deu de Puigcerver-Arbolí ,"10,94",,,PRXC0084_00E000_0,,Cataluña/Catalunya,Tarragona
502,3909,PR-C 058. Sendero de la Serra del Tallat,,PR-C 058. Sendero de la Serra del Tallat ,"14,03",,,PRXC0058_00E000_0,,Cataluña/Catalunya,"Lleida, Tarragona"
503,3911,PR-C 108. Sendero de Pals,,PR-C 108. Sendero de Pals ,"20,48",,,PRXC0108_00E000_0,,Cataluña/Catalunya,Girona
504,3913,PR-C 103. Sendero de Puig d'Arques,,PR-C 103. Sendero de Puig d'Arques ,"12,83",,,PRXC0103_00E000_0,,Cataluña/Catalunya,Girona
505,3914,PR-C 069. Sendero dels Plans de Conill,,PR-C 069. Sendero dels Plans de Conill ,"18,59",,,PRXC0069_00E000_0,,Cataluña/Catalunya,Lleida
506,3923,PR-C 127. Sendero del Pedraforca 360º,,PR-C 127. Sendero del Pedraforca 360º ,"16,93",,,PRXC0127_00E000_0,,Cataluña/Catalunya,Lleida
507,3924,PR-C 146. Sendero de Calella a Tordera,,PR-C 146. Sendero de Calella a Tordera ,"32,07",,,PRXC0146_00E000_0,,Cataluña/Catalunya,Barcelona
508,3925,PR-C 052. Sendero de La Pobla de Lillet,,PR-C 052. Sendero de La Pobla de Lillet ,"10,45",,,PRXC0052_00E000_0,,Cataluña/Catalunya,"Barcelona, Girona"
509,3928,PR-C 099. Monells-Quart,,PR-C 099. Monells-Quart ,"17,18",,,PRXC0099_00E000_0,,Cataluña/Catalunya,Girona
510,3933,PR-C 196. Girona-Madremanya,,PR-C 196. Girona-Madremanya ,"17,03",,,PRXC0196_00E000_0,,Cataluña/Catalunya,Girona
511,3938,PR-C 059.1. Molino de Tolosa-Coll de Canes,,PR-C 059.1. Molino de Tolosa-Coll de Canes ,"8,74",,,PRXC0059_01E000_0,,Cataluña/Catalunya,Girona
512,3942,PR-C 087. Arbolí-La Mussara,,PR-C 087. Arbolí-La Mussara ,"15,61",,,PRXC0087_00E000_0,,Cataluña/Catalunya,Tarragona
513,3943,PR-C 057. Sendero de la Baronía de Maldà,,PR-C 057. Sendero de la Baronía de Maldà ,"15,16",,,PRXC0057_00E000_0,,Cataluña/Catalunya,Lleida
514,3945,PR-C 123. Vuelta al Pedraforca,,PR-C 123. Vuelta al Pedraforca ,"14,47",,,PRXC0123_00E000_0,,Cataluña/Catalunya,Lleida
515,3955,PR-C 147. Sendero de Vilada,,PR-C 147. Sendero de Vilada ,"13,6",,,PRXC0147_00E000_0,,Cataluña/Catalunya,Barcelona
516,3957,PR-C 076. Rajadell-Rajadell,,PR-C 076. Rajadell-Rajadell ,"18,14",,,PRXC0076_00E000_0,,Cataluña/Catalunya,Barcelona
517,3963,PR-C 063. La Seu d'Urgell-La Seu d'Urgell,,PR-C 063. La Seu d'Urgell-La Seu d'Urgell ,"18,31",,,PRXC0063_00E000_0,,Cataluña/Catalunya,Lleida
518,4027,PR-C 125. L'Hostelet-L'Hostelet,,PR-C 125. L'Hostelet-L'Hostelet ,"9,29",,,PRXC0125_00E000_0,,Cataluña/Catalunya,"Barcelona, Girona, Lleida"
519,4040,PR-C 104. Sendero de Fontaneta a Fitor,,PR-C 104. Sendero de Fontaneta a Fitor ,"7,77",,,PRXC0104_00E000_0,,Cataluña/Catalunya,Girona
520,4057,PR-C 165. Sant Feliu de Llobregat-Molins de Rei,,PR-C 165. Sant Feliu de Llobregat-Molins de Rei ,"20,92",,,PRXC0165_00E000_0,,Cataluña/Catalunya,Barcelona
521,4073,PR-C 072. Sendero dels Plans d'Almenara,,PR-C 072. Sendero dels Plans d'Almenara ,"26,32",,,PRXC0072_00E000_0,,Cataluña/Catalunya,Lleida
522,4104,PR-C 182. Sendero de Tivissa,,PR-C 182. Sendero de Tivissa ,"17,57",,,PRXC0182_00E000_0,,Cataluña/Catalunya,Tarragona
523,4120,PR-C 134. Sendero de Súria,,PR-C 134. Sendero de Súria ,"30,22",,,PRXC0134_00E000_0,,Cataluña/Catalunya,Barcelona
524,4122,PR-C 105. Sendero de Palamós,,PR-C 105. Sendero de Palamós ,"21,22",,,PRXC0105_00E000_0,,Cataluña/Catalunya,Girona
525,4128,PR-C 143. Sant Pere de Ribes-Vilanova i la Geltrú,,PR-C 143. Sant Pere de Ribes-Vilanova i la Geltrú ,"37,86",,,PRXC0143_00E000_0,,Cataluña/Catalunya,"Barcelona, Tarragona"
526,4130,PR-C 073. Sant Corneli-Berga,,PR-C 073. Sant Corneli-Berga ,"30,96",,,PRXC0073_00E000_0,,Cataluña/Catalunya,"Barcelona, Lleida"
527,4133,PR-C 130. Sendero de Manresa,,PR-C 130. Sendero de Manresa ,"35,93",,,PRXC0130_00E000_0,,Cataluña/Catalunya,Barcelona
528,4141,PR-C 191. Quart-Cassà de la Selva,,PR-C 191. Quart-Cassà de la Selva ,"11,84",,,PRXC0191_00E000_0,,Cataluña/Catalunya,Girona
529,4144,PR-C 102. Sendero de Sant Feliu de Guíxols,,PR-C 102. Sendero de Sant Feliu de Guíxols ,"9,63",,,PRXC0102_00E000_0,,Cataluña/Catalunya,Girona
530,4146,PR-C 163. Sendero de Vallirana,,PR-C 163. Sendero de Vallirana ,"11,59",,,PRXC0163_00E000_0,,Cataluña/Catalunya,Barcelona
531,4147,PR-C 200. Aiguafreda de Dalt,,PR-C 200. Aiguafreda de Dalt ,"16,01",,,PRXC0200_00E000_0,,Cataluña/Catalunya,Barcelona
532,4148,PR-C 054. Sendero de Orís,,PR-C 054. Sendero de Orís ,"13,14",,,PRXC0054_00E000_0,,Cataluña/Catalunya,Barcelona
533,4150,PR-C 070. Sendero de la Font Freda,,PR-C 070. Sendero de la Font Freda ,"12,61",,,PRXC0070_00E000_0,,Cataluña/Catalunya,Barcelona
534,4151,PR-C 208. Santa Fe-El Turó de l'Home-Los Agudos,,PR-C 208. Santa Fe-El Turó de l'Home-Los Agudos ,"11,41",,,PRXC0208_00E000_0,,Cataluña/Catalunya,"Barcelona, Girona"
535,4152,PR-C 156.3. Variante de la Sierra de les Planes y la Sierra de l'Ordal,,PR-C 156.3. Variante de la Sierra de les Planes y la Sierra de l'Ordal ,"13,88",,,PRXC0156_03E000_0,,Cataluña/Catalunya,Barcelona
536,4153,PR-C 164. Sant Just Desvern-Sant Just Desvern,,PR-C 164. Sant Just Desvern-Sant Just Desvern ,"12,42",,,PRXC0164_00E000_0,,Cataluña/Catalunya,Barcelona
537,4155,PR-C 140. Circuito norte de Cervera,,PR-C 140. Circuito norte de Cervera ,"16,39",,,PRXC0140_00E000_0,,Cataluña/Catalunya,Lleida
538,4156,PR-C 225. Pla de Ponent,,PR-C 225. Pla de Ponent ,"32,89",,,PRXC0225_00E000_0,,Cataluña/Catalunya,Lleida
539,4158,PR-C 142. Sendero de Les Franqueses,,PR-C 142. Sendero de Les Franqueses ,"16,56",,,PRXC0142_00E000_0,,Cataluña/Catalunya,Barcelona
540,4170,PR-C 100.2. Coll de Llumeneres-Vinyoles,,PR-C 100.2. Coll de Llumeneres-Vinyoles ,"10,15",,,PRXC0100_02E000_0,,Cataluña/Catalunya,Girona
541,4179,PR-C 065. Ruta dels Omells,,PR-C 065. Ruta dels Omells ,"10,95",,,PRXC0065_00E000_0,,Cataluña/Catalunya,"Lleida, Tarragona"
542,4180,PR-C 056. Sendero de la Ribera de Sió,,PR-C 056. Sendero de la Ribera de Sió ,"16,17",,,PRXC0056_00E000_0,,Cataluña/Catalunya,Lleida
543,4183,PR-C 101. Sendero de Sant Grau de Ardenya,,PR-C 101. Sendero de Sant Grau de Ardenya ,"13,91",,,PRXC0101_00E000_0,,Cataluña/Catalunya,Girona
544,4185,SL-C-110. De Vallgorguina a Olzinelles,,SL-C-110. De Vallgorguina a Olzinelles ,"8,83",,,SLXC0110_00E000_0,,Cataluña/Catalunya,Barcelona
545,4186,SL-C-122. El Puig del Far,,SL-C-122. El Puig del Far ,"7,77",,,SLXC0122_00E000_0,,Cataluña/Catalunya,Barcelona
546,4187,SL-C-013. Sendero de Sant Antoni de Morers,,SL-C-013. Sendero de Sant Antoni de Morers ,"8,6",,,SLXC0013_00E000_0,,Cataluña/Catalunya,Girona
547,4188,SL-C-085. Del Brull a Collformic,,SL-C-085. Del Brull a Collformic ,"7,02",,,SLXC0085_00E000_0,,Cataluña/Catalunya,"Barcelona, Girona"
548,4189,SL-C-020. L'Estartit-L'Estartit,,SL-C-020. L'Estartit-L'Estartit ,"8,88",,,SLXC0020_00E000_0,,Cataluña/Catalunya,Girona
549,4190,SL-C-050. De Can Robert a la Mola,,SL-C-050. De Can Robert a la Mola ,"10,05",,,SLXC0050_00E000_0,,Cataluña/Catalunya,Barcelona
550,4191,SL-C-023. Sendero de la reserva marina de Ses Negres,,SL-C-023. Sendero de la reserva marina de Ses Negres ,"9,63",,,SLXC0023_00E000_0,,Cataluña/Catalunya,Girona
551,4192,SL-C-103. Montnegre-Carener,,SL-C-103. Montnegre-Carener ,"8,2",,,SLXC0103_00E000_0,,Cataluña/Catalunya,"Barcelona, Girona"
552,4193,SL-C-121. El Pont de Malafogassa,,SL-C-121. El Pont de Malafogassa ,"4,11",,,SLXC0121_00E000_0,,Cataluña/Catalunya,Barcelona
553,4196,SL-C-080. El Dolmen de Ca l'Arenes,,SL-C-080. El Dolmen de Ca l'Arenes ,"9,93",,,SLXC0080_00E000_0,,Cataluña/Catalunya,Barcelona
554,4197,SL-C-011. Sendero de Sant Roc,,SL-C-011. Sendero de Sant Roc ,"8,49",,,SLXC0011_00E000_0,,Cataluña/Catalunya,Girona
555,4198,SL-C-024. Sendero de las minas de Mont-Ras,,SL-C-024. Sendero de las minas de Mont-Ras ,"6,1",,,SLXC0024_00E000_0,,Cataluña/Catalunya,Girona
556,4200,SL-C-079. La Val d'Olzinelles,,SL-C-079. La Val d'Olzinelles ,"9,62",,,SLXC0079_00E000_0,,Cataluña/Catalunya,Barcelona
557,4205,SL-C-027. Sendero del Puig Ses Forques,,SL-C-027. Sendero del Puig Ses Forques ,"7,52",,,SLXC0027_00E000_0,,Cataluña/Catalunya,Girona
558,4207,SL-C-032. Sendero de Carcaixells de Dalmau i de la Roca Rodona,,SL-C-032. Sendero de Carcaixells de Dalmau i de la Roca Rodona ,"3,61",,,SLXC0032_00E000_0,,Cataluña/Catalunya,Girona
559,4209,SL-C-105. El Pla de Forcs,,SL-C-105. El Pla de Forcs ,"9,44",,,SLXC0105_00E000_0,,Cataluña/Catalunya,Barcelona
560,4211,SL-C-147. De la Fuente de la Alzina al Puig Castellar,,SL-C-147. De la Fuente de la Alzina al Puig Castellar ,"7,85",,,SLXC0147_00E000_0,,Cataluña/Catalunya,Barcelona
561,4215,SL-C-145. La Vall de Montalegre,,SL-C-145. La Vall de Montalegre ,"6,57",,,SLXC0145_00E000_0,,Cataluña/Catalunya,Barcelona
562,4219,SL-C-026. Sendero de Puig Cargol,,SL-C-026. Sendero de Puig Cargol ,"6,13",,,SLXC0026_00E000_0,,Cataluña/Catalunya,Girona
563,4220,SL-C-066. Las mil fuentes de la Riera de Nespres,,SL-C-066. Las mil fuentes de la Riera de Nespres ,"1,48",,,SLXC0066_00E000_0,,Cataluña/Catalunya,Barcelona
564,4221,SL-C-033. Sendero de la Vall de la Masconada,,SL-C-033. Sendero de la Vall de la Masconada ,"5,15",,,SLXC0033_00E000_0,,Cataluña/Catalunya,Girona
565,4223,SL-C-154. Sendero a Masies Catalanes,,SL-C-154. Sendero a Masies Catalanes ,"8,21",,,SLXC0154_00E000_0,,Cataluña/Catalunya,Tarragona
566,4225,SL-C-101. Pineda de Mar-Pineda de Mar,,SL-C-101. Pineda de Mar-Pineda de Mar ,"8,91",,,SLXC0101_00E000_0,,Cataluña/Catalunya,Barcelona
567,4227,SL-C-123. El Casol de Puigcastell,,SL-C-123. El Casol de Puigcastell ,"7,41",,,SLXC0123_00E000_0,,Cataluña/Catalunya,Barcelona
568,4231,SL-C-028. Sendero de Santa María de Bell-Lloc,,SL-C-028. Sendero de Santa María de Bell-Lloc ,"6,51",,,SLXC0028_00E000_0,,Cataluña/Catalunya,Girona
569,4233,SL-C-036. Sendero de la Bovera y del río Corb,,SL-C-036. Sendero de la Bovera y del río Corb ,"8,87",,,SLXC0036_00E000_0,,Cataluña/Catalunya,"Lleida, Tarragona"
570,4235,SL-C-012. Sendero de Santa María de Catllar o Ruta de las Fuentes,,SL-C-012. Sendero de Santa María de Catllar o Ruta de las Fuentes ,"8,08",,,SLXC0012_00E000_0,,Cataluña/Catalunya,Girona
571,4237,SL-C-061. A Sant Jaume de Vallhonesta por el Camí del Maquis,,SL-C-061. A Sant Jaume de Vallhonesta por el Camí del Maquis ,"5,92",,,SLXC0061_00E000_0,,Cataluña/Catalunya,Barcelona
572,4239,SL-C-029. Sendero del Estanyots del Castell,,SL-C-029. Sendero del Estanyots del Castell ,"5,69",,,SLXC0029_00E000_0,,Cataluña/Catalunya,Girona
573,4243,SL-C-151. Vuelta por el Pla,,SL-C-151. Vuelta por el Pla ,"8,17",,,SLXC0151_00E000_0,,Cataluña/Catalunya,Tarragona
574,4247,SL-C-115. Cabrera de Mar-Cabrera de Mar,,SL-C-115. Cabrera de Mar-Cabrera de Mar ,"8,77",,,SLXC0115_00E000_0,,Cataluña/Catalunya,Barcelona
575,4248,SL-C-078. Ermita de l'Erola,,SL-C-078. Ermita de l'Erola ,"1,72",,,SLXC0078_00E000_0,,Cataluña/Catalunya,"Barcelona, Girona"
576,4249,SL-C-081. Sendero al Castanyer de les Nou Branques,,SL-C-081. Sendero al Castanyer de les Nou Branques ,"7,62",,,SLXC0081_00E000_0,,Cataluña/Catalunya,"Barcelona, Girona"
577,4251,SL-C-149. De Sant Pere de Reixac al Turó de les Malesses,,SL-C-149. De Sant Pere de Reixac al Turó de les Malesses ,"5,46",,,SLXC0149_00E000_0,,Cataluña/Catalunya,Barcelona
578,4254,SL-C-074. El Pont de la Vila,,SL-C-074. El Pont de la Vila ,"1,89",,,SLXC0074_00E000_0,,Cataluña/Catalunya,Barcelona
579,4256,SL-C-022. Sendero de la Font de Ses Garites,,SL-C-022. Sendero de la Font de Ses Garites ,"2,17",,,SLXC0022_00E000_0,,Cataluña/Catalunya,Girona
580,4259,SL-C-031. Sendero de Santa María de Fenals,,SL-C-031. Sendero de Santa María de Fenals ,"5,56",,,SLXC0031_00E000_0,,Cataluña/Catalunya,Girona
581,4261,SL-C-069. Cuevas de Mura,,SL-C-069. Cuevas de Mura ,"4,94",,,SLXC0069_00E000_0,,Cataluña/Catalunya,Barcelona
582,4269,SL-C-096. Sendero del Rocar. Descubriendo el entorno de Tiana,,SL-C-096. Sendero del Rocar. Descubriendo el entorno de Tiana ,"7,52",,,SLXC0096_00E000_0,,Cataluña/Catalunya,Barcelona
583,4270,SL-C-113. Sendero de la Roca d'en Toni,,SL-C-113. Sendero de la Roca d'en Toni ,"5,29",,,SLXC0113_00E000_0,,Cataluña/Catalunya,Barcelona
584,4275,SL-C-010. Sendero de Sant Bartomeu,,SL-C-010. Sendero de Sant Bartomeu ,"5,57",,,SLXC0010_00E000_0,,Cataluña/Catalunya,Girona
585,4277,SL-C-009. Ruta de les Pedreres,,SL-C-009. Ruta de les Pedreres ,"9,08",,,SLXC0009_00E000_0,,Cataluña/Catalunya,Girona
586,4278,SL-C-089. Poblado Ibérico del Puig del Castell de Samalús,,SL-C-089. Poblado Ibérico del Puig del Castell de Samalús ,"1,59",,,SLXC0089_00E000_0,,Cataluña/Catalunya,Barcelona
587,4281,SL-C-054. Coll d'Estenalles-Sant Llorenç del Mont,,SL-C-054. Coll d'Estenalles-Sant Llorenç del Mont ,"5,61",,,SLXC0054_00E000_0,,Cataluña/Catalunya,Barcelona
588,4285,SL-C-052. Les Tines de la Vall de Flequer,,SL-C-052. Les Tines de la Vall de Flequer ,"5,29",,,SLXC0052_00E000_0,,Cataluña/Catalunya,Barcelona
589,4286,SL-C-077. Can Vilar i el Sot de Can Montasell,,SL-C-077. Can Vilar i el Sot de Can Montasell ,"4,01",,,SLXC0077_00E000_0,,Cataluña/Catalunya,Barcelona
590,4287,SL-C-021. Torroella de Montgri-L'Estartit,,SL-C-021. Torroella de Montgri-L'Estartit ,"5,99",,,SLXC0021_00E000_0,,Cataluña/Catalunya,Girona
591,4288,SL-C-144. La Vall de Sant Jeroni de la Murta,,SL-C-144. La Vall de Sant Jeroni de la Murta ,"4,08",,,SLXC0144_00E000_0,,Cataluña/Catalunya,Barcelona
592,4290,"SL-C-067. Balmes, Masies y Molins",,"SL-C-067. Balmes, Masies y Molins ","3,53",,,SLXC0067_00E000_0,,Cataluña/Catalunya,Barcelona
593,4291,SL-C-156. Camino de la Coma,,SL-C-156. Camino de la Coma ,"4,66",,,SLXC0156_00E000_0,,Cataluña/Catalunya,Tarragona
594,4296,SL-C-073. Les Alzines de Can Portell,,SL-C-073. Les Alzines de Can Portell ,"2,92",,,SLXC0073_00E000_0,,Cataluña/Catalunya,"Barcelona, Girona"
595,4297,SL-C-030. Sendero de Les Roques Martines,,SL-C-030. Sendero de Les Roques Martines ,"4,4",,,SLXC0030_00E000_0,,Cataluña/Catalunya,Girona
596,4298,SL-C-051. La Torreta de Vacarisses,,SL-C-051. La Torreta de Vacarisses ,"3,76",,,SLXC0051_00E000_0,,Cataluña/Catalunya,Barcelona
597,4301,SL-C-086. El Roc Perer,,SL-C-086. El Roc Perer ,"4,58",,,SLXC0086_00E000_0,,Cataluña/Catalunya,"Barcelona, Girona"
598,4304,SL-C-004. Sendero de las minas del Nen Jesus,,SL-C-004. Sendero de las minas del Nen Jesus ,"5,1",,,SLXC0004_00E000_0,,Cataluña/Catalunya,Girona
599,4307,SL-C-046. Masriudoms-Vandellòs,,SL-C-046. Masriudoms-Vandellòs ,"5,19",,,SLXC0046_00E000_0,,Cataluña/Catalunya,Tarragona
600,4310,SL-C-034. Sendero del Pont de Salenys,,SL-C-034. Sendero del Pont de Salenys ,"3,53",,,SLXC0034_00E000_0,,Cataluña/Catalunya,Girona
601,4311,SL-C-071. El Dolmen de Pedra Gentil,,SL-C-071. El Dolmen de Pedra Gentil ,"6,44",,,SLXC0071_00E000_0,,Cataluña/Catalunya,Barcelona
602,4312,SL-C-150. De la Conreria al Turó de les Malesses,,SL-C-150. De la Conreria al Turó de les Malesses ,"3,16",,,SLXC0150_00E000_0,,Cataluña/Catalunya,Barcelona
603,4316,SL-C-018. Sendero de Les Dunes,,SL-C-018. Sendero de Les Dunes ,"2,82",,,SLXC0018_00E000_0,,Cataluña/Catalunya,Girona
604,4317,SL-C-137. La Roca del Vallés-Sant Bertomeu,,SL-C-137. La Roca del Vallés-Sant Bertomeu ,"5,67",,,SLXC0137_00E000_0,,Cataluña/Catalunya,Barcelona
605,4320,SL-C-058. La Riera de Talamanca,,SL-C-058. La Riera de Talamanca ,"3,89",,,SLXC0058_00E000_0,,Cataluña/Catalunya,Barcelona
606,4321,SL-C-057. La Pedra Seca,,SL-C-057. La Pedra Seca ,"5,42",,,SLXC0057_00E000_0,,Cataluña/Catalunya,Barcelona
607,4322,SL-C-088. Gaserans-Coll de n'Orri,,SL-C-088. Gaserans-Coll de n'Orri ,"5,11",,,SLXC0088_00E000_0,,Cataluña/Catalunya,"Barcelona, Girona"
608,4329,SL-C-112. La ruta del Esquirol,,SL-C-112. La ruta del Esquirol ,"5,06",,,SLXC0112_00E000_0,,Cataluña/Catalunya,Barcelona
609,4331,SL-C-152. A la ermita de Paretdelgada,,SL-C-152. A la ermita de Paretdelgada ,"9,22",,,SLXC0152_00E000_0,,Cataluña/Catalunya,Tarragona
610,4332,SL-C-153. El Burguet,,SL-C-153. El Burguet ,"7,81",,,SLXC0153_00E000_0,,Cataluña/Catalunya,Tarragona
611,4334,SL-C-019. L'Estartit-Salt d'Euga,,SL-C-019. L'Estartit-Salt d'Euga ,"2,76",,,SLXC0019_00E000_0,,Cataluña/Catalunya,Girona
612,4335,SL-C-016. L'Estartit-Torre del Vent,,SL-C-016. L'Estartit-Torre del Vent ,"2,93",,,SLXC0016_00E000_0,,Cataluña/Catalunya,Girona
613,4349,SL-C-155. A la ermita de Sant Pere,,SL-C-155. A la ermita de Sant Pere ,"4,29",,,SLXC0155_00E000_0,,Cataluña/Catalunya,Tarragona
614,4350,SL-C-025. Sendero del Camí dels Ermitants,,SL-C-025. Sendero del Camí dels Ermitants ,"4,2",,,SLXC0025_00E000_0,,Cataluña/Catalunya,Girona
615,4351,SL-C-141. De Torribera al Puig Castellar,,SL-C-141. De Torribera al Puig Castellar ,"4,66",,,SLXC0141_00E000_0,,Cataluña/Catalunya,Barcelona
616,4356,SL-C-017. Sendero de Santa Caterina,,SL-C-017. Sendero de Santa Caterina ,"2,42",,,SLXC0017_00E000_0,,Cataluña/Catalunya,Girona
617,4359,SL-C-076. Camí del Torrent d'en Puig a el Corral,,SL-C-076. Camí del Torrent d'en Puig a el Corral ,"4,27",,,SLXC0076_00E000_0,,Cataluña/Catalunya,Barcelona
618,4363,SL-C-063. La Font de la Portella,,SL-C-063. La Font de la Portella ,"3,48",,,SLXC0063_00E000_0,,Cataluña/Catalunya,Barcelona
619,4365,SL-C-142. El Torrent de l'amigo,,SL-C-142. El Torrent de l'amigo ,"3,28",,,SLXC0142_00E000_0,,Cataluña/Catalunya,Barcelona
620,4367,SL-C-001. Sendero del Puig de Montigalar,,SL-C-001. Sendero del Puig de Montigalar ,"2,71",,,SLXC0001_00E000_0,,Cataluña/Catalunya,Girona
